Rainfall (mm),Temperature (°C),Humidity (%),Wind Speed (km/h),Flood Occurred
33.613605473681815,27.892508898300584,87.14234221772531,12.255799098060322,0
13.566658616790289,25.99086078325153,90.76023578399017,14.215615917634564,0
38.36926249761744,36.961628767459516,55.14195512303968,8.301106811191683,0
2.0814879897172602,38.53302476839231,83.10384123453069,10.027433037220412,0
12.841207352747883,28.172303515837285,54.06544429410843,11.420777291905544,0
58.71062637838595,33.10274107980867,67.58593934705405,8.835206803070157,0
6.022214251849821,25.57243813085576,82.20275826054504,6.307407050698134,0
84.97420363196106,36.81943262208553,108.08744074403998,9.02652712651332,1
113.75616125972614,28.970666414522476,73.89824191372635,12.345468615331932,0
20.702325490566196,36.49698407132244,56.9928076592567,11.852922536533434,0
4.394586309804203,36.08535398490055,74.39608709948021,7.856945745920896,0
0.25372185258985014,30.874165059957356,51.74717661461142,13.148042176962598,0
12.697493365401225,36.625528307571,55.379774946590175,12.361253811227357,0
19.681745445904223,33.849886799653966,89.02584283605853,11.273458732169352,0
42.00221527936287,34.70267792481005,66.31917825995694,7.738791506927531,0
15.408007392941558,34.39336774095448,66.40608237709286,13.628145912059903,0
34.921766219438524,32.68980001845998,66.03014750143066,18.160507499768855,0
10.860744766261925,25.184921869669367,84.6577000121961,10.125940193410068,0
9.746678511241134,29.31364091451092,66.64805822011223,12.142001482276276,0
0.7788657685972191,29.379338055591703,81.10511226921608,8.642613302965993,0
24.31459660493468,33.88524897451804,63.302275718994686,12.569196382970418,0
9.28593081478774,33.55054620181977,71.38718307326646,11.890224815803023,0
5.111409867466144,38.81468736151614,70.87313077669,6.571089106508131,0
104.93043189503972,34.362235788302264,85.99297816146607,7.122975710719663,1
17.37810421335476,36.91002302085972,77.7255290081299,11.541357852736626,0
100.89750236839575,30.119659072329185,83.0787098321859,14.312068985000582,0
52.48595374439001,30.03653186370316,84.31002645239803,11.954173753917393,0
110.36617381733835,24.237173141699927,47.48847410189239,10.495068394328015,0
1.83020521054285,25.72035541085316,104.71987850010262,4.398204422224756,0
16.881533015726124,27.92734097305054,71.20298068811222,7.32063917911233,0
36.93267941395078,28.325913763026332,59.27044436110047,12.038793246804028,0
48.760980932824644,41.94517978696231,97.651206374808,14.090306472855113,1
186.17785043499964,34.14382988802437,39.622861200135894,10.559362944308283,0
79.28269898663432,27.777506278904088,44.963014613642024,7.684542766729734,0
9.515326807105437,38.30650865304077,62.87582033258566,8.040012302278864,0
39.83953241566573,34.72690845043783,88.99610283059312,11.131888796381228,0
47.30152360187175,38.25675493239745,47.2094505106898,8.547297781401246,0
22.00070646615562,28.813040193966653,98.08008520708457,9.941673577301355,0
32.07251660471856,25.337041717194595,66.2114777291026,6.2566504541054515,0
25.416830729160345,37.71533825929542,89.84895710726855,9.614763560380876,1
49.15624973913643,27.671676143727268,87.4474562823244,10.030699183058761,0
53.74873820274989,28.987712370842246,70.91344910675741,11.941488090361132,0
42.83912227887722,30.630474139120146,93.79025224218029,6.286553503519453,0
30.647798702554564,33.434242563829855,71.06458623459619,11.317981420310304,0
117.87880918849596,29.457510557182434,74.2148780160255,8.131901440538218,0
3.692481347321351,34.42495233593333,63.03205377032548,8.133288505281163,0
59.65777042199567,28.2225567954182,83.49399813149876,10.921898562629828,0
66.41467893822002,26.851495713674435,83.15131974928488,11.655211031395224,0
82.21045916217098,26.44936021036258,69.68647609053778,10.351982149926346,0
23.262195598086635,26.653986359093935,87.42905976620162,14.658579327517977,0
70.23164934275086,27.802410622628614,89.58218210731494,10.063011524898277,0
19.286771308225415,28.803876010651223,82.80962066601784,9.186878613134372,0
149.84861915941428,26.93452658545811,71.45493947489078,11.78547107631074,0
49.96150401952623,21.039774499323926,63.298397323151384,13.614768765335722,0
69.79189368315386,24.01669765393239,79.36179725578234,11.88503652779284,0
4.7818473270159725,26.504267109540415,69.86774430631289,3.729946754109161,0
109.33093321104006,38.85215758283359,57.61754204811233,9.03584247504102,1
7.715382727105968,33.06920670737712,90.36821182149983,8.70008977929232,0
86.25929269042906,31.019113637637336,62.93442541572516,10.696149812072909,0
4.432693388890335,35.77177169204462,62.83927404137019,8.007317670086731,0
4.359699684897863,36.800556831240854,74.66361348397007,14.426068650848656,0
27.601656265248685,28.48837878961846,69.93155756514555,7.952972196639538,0
6.324549796558561,29.759022572320934,74.84077840507135,7.518307169343031,0
68.52988587982364,32.463432419002025,71.33309509197615,5.663170082583752,0
101.47512690851148,25.779315432411302,73.36138722715626,10.037777202345385,0
3.833068797722747,32.368136938637825,70.81525866907857,16.827283892701608,0
59.49506190583871,32.03113342524964,102.29773686267335,7.697957311335852,0
43.89129309028778,29.44534032185245,84.64463689721654,5.641451622782918,0
10.420208071803225,33.92003205457084,38.141564135352894,8.422734934957717,0
43.81218530033215,20.436467414678905,75.43714688207953,11.714042530980365,0
8.873682705024418,34.85261910006605,50.19650189469037,15.494376297563061,0
134.9509180773559,29.63194442104047,65.76668216519184,10.88643257326955,0
23.973684987904807,24.513270657166707,68.28190232121074,13.713448935920386,0
26.79174681636745,29.45685667955572,69.1677256255349,10.778167926999082,0
408.6222798909041,31.511741451658214,70.07865549577275,10.140941781294226,0
73.26415451031303,28.434881458917797,46.013147911937764,5.8942296533744285,0
55.69147695866251,32.67745904987602,46.98828743896567,13.833030465695527,0
6.026956069923464,31.211668430415564,100.71098381695357,10.344584404641687,0
95.5885055654242,37.756314273664856,100.91121887322981,15.266022527329614,1
104.63793216148858,24.898083763689225,65.96358343106574,14.467135521653436,0
11.974074674672174,34.38912584240057,85.87636730274382,4.723781540730657,0
24.899093378057536,34.430317801230764,67.94383268437221,10.600403257520268,0
76.54358688598508,19.145670859347952,94.42923318356938,5.859695625355326,0
99.15703218421534,29.926408706825317,81.9460814454449,9.15584468034674,0
195.68265487902957,21.676534019024963,38.98836849940185,9.732639881461635,0
50.17431369788298,29.385443467242723,68.87044517867315,6.696244285458665,0
21.206965789740263,32.43836637461647,69.05981354090243,12.865426961503715,0
55.06445418261903,27.766582646546667,62.864929780470966,7.553502780134535,0
4.644295393018378,27.204872533830716,68.39454460068163,6.894273032741878,0
11.554610317254829,30.287370015121486,35.757962649388034,9.69415146256043,0
80.32471219130598,30.210670408709646,59.50411738011122,10.641939732202665,0
103.40673492440453,34.25677132300255,60.69454416196672,7.790763483227061,0
11.744951559076663,32.897522007749274,65.87422454272534,3.094236505793246,0
48.1500917029276,26.867379086557282,37.11804915637032,12.554206277136487,0
112.78833771653068,25.060320771017295,116.18321212682856,13.358724734303731,1
5.668066927033169,37.618937050969045,33.14879414704781,7.568482459062343,0
23.6832492401236,25.477290581064644,60.301406736362104,6.755355989156815,0
6.378155164239063,31.09111366265548,83.65846183556621,13.165992989639243,0
34.50182109244426,33.26817130667662,71.16052461471428,7.416147396015209,0
44.19615289356868,27.797477205632376,93.73057274445671,8.835792430607757,0
22.555741273731172,26.65799015848366,83.89266321297463,15.728249921410391,0
22.010337982590308,30.138454658081063,71.91048217805734,8.915731481719067,0
8.294414629491294,28.807533163079707,60.2403614631726,8.538623848705912,0
10.32458727272902,25.857081144906324,61.82246201002234,2.4917214350133534,0
201.93210830079602,33.42321100777584,66.41577929700385,7.277309013875207,0
174.45298320633574,31.186621923798715,74.10366104707943,7.827994610187103,0
55.22797993408918,27.33709848889798,71.48998458143839,12.254161370115368,0
42.386378072929325,34.66506070194175,58.57397626408271,8.306328990191275,0
27.707227503491527,24.989766381856327,45.58686343175256,10.144254839984146,0
6.099163607206772,22.37854733415004,81.96604471867951,6.582574814230352,0
32.80606890142638,31.338713328516306,60.222458382967616,10.142196013949242,0
20.51918006902116,26.990156605518077,81.4037664195304,13.318987314485328,0
45.27232970845699,33.85819074650668,32.92533249809066,7.60931423358857,0
21.45216508519874,30.84864642195187,71.34090878718474,11.464132238136248,0
92.2038570660739,37.90067047537601,75.06403993112804,8.764369101632598,0
11.258988653351148,28.407607446748305,65.21414468400485,11.630449458891333,0
37.018797817302215,35.17460463540299,83.06687055147539,9.021929403496477,0
24.915637484872246,28.749386994627443,89.51578649743449,7.970760938547884,0
17.932263771532103,18.848350461870556,70.27627568784328,15.029311936825849,0
13.212126549853261,28.804106669849155,82.3465746361751,12.677232459445634,0
48.93996519286654,30.47810222944696,47.821206313302376,13.431262129620787,0
7.498841030821291,32.54689058168053,88.70990582847587,12.89776602387877,0
77.6995006848036,30.41027435576399,63.109586506896335,7.4504668916056245,0
14.283480927441897,37.54885656229812,76.03051720070383,8.957419798681135,0
86.09039817705015,34.14569342292634,65.95187597059943,7.063708852653078,0
79.8002681663245,27.86296028775262,61.71031339979491,12.891550956146085,0
51.24221043686954,34.86778723760062,76.20152354835551,15.630387437674198,0
14.504184962970495,24.70807298576474,62.30628437542877,10.51178261074259,0
25.612282973951118,34.17782699174952,79.81548484531086,9.833245987268635,0
8.323477506425034,30.90265420902716,109.65357375097825,9.391461340989542,0
102.83467612703483,30.234577174751294,71.64092191907339,12.177299871696075,0
59.64353702629791,31.08430518491469,76.6317499797021,10.750731797720945,0
46.66104285170075,24.301227859216468,93.89779939959095,8.466352970706446,0
136.18384428812374,29.54886167971895,81.7160990142468,17.61607330521246,0
25.458242170450678,32.61976333553897,67.62988152131516,8.71935679015774,0
81.19039555330893,34.26123244515134,35.188939390328045,9.31036128566084,0
21.305324297924763,33.140700067403344,64.96322951064808,15.007064575868178,0
12.71912368513627,24.372904961265554,67.76444999905705,9.980039636106287,0
27.14381081280035,23.404274773990274,66.53598204686983,12.088619094440254,0
43.4451191892636,24.914039147273048,77.75003962972184,7.602668287524205,0
288.40408075753794,29.17732170975152,108.60039704874791,10.177655302043465,1
3.4716025414127083,26.0872814738276,80.11420703120163,9.65546794155093,0
10.578521490440792,30.775183117977594,69.50870094676003,8.369725686598706,0
41.602205183809026,36.94291134520144,30.10972964425941,3.7648700352431703,0
41.00817285689374,23.796799611562147,64.85968608879477,8.885677402012625,0
98.94746641480701,29.25061016618769,77.91647141397492,12.499671632862224,0
26.274478380362314,23.367304919451204,84.03517589721191,13.814665284982476,0
1.3734928942220048,26.47764948270235,59.07527275078171,10.296237332912003,0
9.833885472589268,29.34827427006396,51.66808286662082,12.138995290517164,0
5.237001674243566,34.069319540618025,55.893793381481466,10.703956015465259,0
25.30712447375442,31.263777537689432,53.78405008600154,11.84780682083279,0
17.34667943062584,21.651104139658,96.47030401394078,6.275496307152633,0
23.876990405426888,25.91847295472577,46.65056239714144,11.818029854036919,0
48.92811227735438,36.23347368264793,37.451834694387124,4.739591751248012,0
148.26336105761018,27.275388825205457,61.826213697865754,11.197408343056212,0
101.42524638596619,34.859113450863674,69.53562624045139,8.992854781340288,0
1.136279473877006,36.73022103732359,74.6170265333809,4.8694948220301235,0
50.18486659672682,26.885727484493582,63.727854489860924,6.1346578607280255,0
15.893823586446644,30.504087111270263,72.93767882646523,7.0648816671549035,0
16.014066430139646,40.02787022819977,80.76387369689574,8.592556839415195,0
0.5528364815848598,32.63468706315895,73.84044601470814,12.948072951836542,0
45.87918592526734,24.981210542183145,77.65444584373485,9.525695529789404,0
24.155539966393423,34.03296623956843,60.62772133456482,10.078273150632501,0
9.093085252463617,28.259934568515806,72.97837544344438,5.696905098523463,0
24.65711284625942,32.90511004932993,56.151501308336435,5.944946183150999,0
63.478199331934334,32.86983479600838,43.696394231369695,16.243943970295426,0
138.09608237564845,28.47723180756371,57.1246332972818,12.100929638226974,0
1.5839839412128922,33.037834321656796,47.212300255207346,9.98399058749001,0
45.42144199937801,26.706155871093216,87.23909989428513,7.890470724622338,0
5.635945738233899,30.899227093640295,64.9772159143583,15.925082060892343,0
28.531199956442865,29.763676736854954,80.61627903183214,8.312599672317198,0
80.3260781980095,24.56109532369119,83.94223761017155,4.71139921338688,0
4.802536730332661,35.72067601308209,68.8834985634993,11.862016292652033,0
10.236514095673291,35.3228433901335,71.79408503330605,12.45009555314071,0
53.76188575852014,33.09330979854966,82.50883231823356,11.37754023768531,0
14.361975777006005,22.367240691511267,69.13142638993322,12.455454203915618,0
1.7267761772105907,30.66923827123,53.784151893876064,13.159458559998711,0
129.1124335677838,35.64534718767571,68.79376339436512,8.60364945278784,1
88.27987706973266,34.43258706284527,71.44181165411474,8.613174133884872,0
13.068812059864285,24.787575628864307,89.16890243857247,9.216918240259613,0
18.93801907088391,30.674923604098442,91.704668265306,10.589664329534724,0
19.191480352007947,34.338825120854445,74.24548308092824,5.95160928572343,0
1.2351706872077612,32.9275173042929,71.23425983913137,13.196441125196053,0
139.89959213963314,36.11585475295729,59.74852314804816,8.470427267500074,1
49.37664538140577,17.576942104570925,63.31746217898842,14.360153431353103,0
27.353478790951208,25.636846863144946,81.9048691297053,9.098918535734114,0
16.930455320891298,25.976065416698376,54.93788849871898,7.696607304687615,0
2.150239046867366,20.3316084944622,51.88906252530438,6.788265760968498,0
149.7478126869888,33.413116182285734,84.76483597714875,9.358033467323473,0
144.7780801560416,41.54861377703094,60.041546296800014,13.501308743150908,1
35.94258762962206,38.10554278893858,60.43390023623026,8.407009134994547,0
12.454244931025338,32.77688408403454,60.656942553650744,8.512092861020587,0
173.85421082633871,29.159425521873533,91.30756371984782,8.287761118751572,1
59.53977012106687,31.718092947676087,64.35171023466602,7.884367791010657,0
38.49864921454185,26.481899685367768,93.21257801995093,15.387633019286564,0
4.797295148550687,28.187324874503187,78.75700564234435,11.630497308368026,0
40.02073907849494,35.418048269527354,67.34579158758926,7.605108266384638,0
23.315603931530806,34.420504182795895,55.7397431289201,7.4772736058564355,0
12.434813059020824,29.958609627249754,62.235830514457426,10.671363854916695,0
95.25993115221024,12.59595585619958,56.94665136784732,13.616884233858512,0
21.37090669726076,31.715675255084367,80.22837234439467,15.5401219772081,0
15.532407280053537,31.20011368842523,74.58331480565887,12.798989927951704,0
100.98103191102649,32.1084246195613,82.30723271796046,11.521822093321893,0
59.778983218599194,35.04260412389291,92.97533201861373,8.052426025288963,1
106.37731590260766,32.40281053705374,67.49322879524719,10.440141059299968,0
20.40734912546543,26.552298394598168,77.42433276342288,11.254757664358001,0
35.40976526547985,32.002060146192186,72.86648602029855,10.139309644468446,0
49.95828745445317,33.76652134538825,49.746273820857624,14.485401236552235,0
5.657350864791453,31.06815212214255,73.74075525566133,14.732359839290423,0
164.83106388838328,36.04490972053233,48.37758627904577,10.526637489671524,1
3.512382514555415,32.042561741887134,86.10447624789659,6.920454101766819,0
3.486296369738066,20.95020549509647,84.47522441594845,8.559604396912448,0
102.60564224384564,30.639013486833914,61.61617229092617,11.131635625193562,0
70.995286558018,29.34480796500502,39.47139639061744,12.196370821999217,0
29.520749369785428,35.40034500161082,48.279791493756335,3.403582130139754,0
8.933839622727785,33.2431816736048,84.80963348884937,13.365559568280545,0
15.959292433686983,36.55271912346107,79.75301766937991,9.702472408661851,0
27.212857134677503,23.86370109539571,94.90205430172364,12.693665616281026,0
13.065290624194523,28.967164157843357,51.22690863714334,14.331293812219778,0
99.88690294133968,32.52750905305746,69.56612673737695,10.809008072191212,0
74.93886523371488,28.849717822018086,78.54650920348305,11.343125680051944,0
71.56960563018635,25.278156112284737,74.84868644363469,13.7476053024626,0
32.84291801348973,32.45702283509749,59.85411546911095,15.402821298732448,0
11.189983744581806,26.29583796016149,69.78566452915047,5.225786057511135,0
79.8653645015981,32.82350531268078,63.307248501778304,4.331377807163407,0
0.5844293025465451,29.13482560651541,59.677604648495915,17.41683838681798,0
17.24173575372291,27.520669109963578,81.78700237976248,11.276372685354895,0
75.67253193487853,29.87911511450935,61.434929205406405,9.210034292158108,0
215.85913276147167,27.9835524901344,69.94596191364147,6.524905932422372,0
48.137121748064324,32.62444389331975,96.7243763563805,7.371043996077455,0
21.58739455418413,30.18830116583969,54.975699851576266,9.156699121342136,0
41.91337019590603,34.94441368654509,79.34964709981905,8.519611550907953,0
5.522440864253784,27.775083393130704,90.99033154879004,12.773901048738306,0
1.6047873368016057,39.059900620674355,75.36888593037654,11.179789454151033,0
80.9057936298363,33.40722540178643,85.74329072979003,8.394294365318295,0
4.175322487908133,30.57266683107732,84.25218206498248,9.406140620295009,0
51.58195008600443,36.58639113365593,96.03945704747875,10.593732350387944,1
4.257744994447808,24.84211876564921,62.060526436806704,11.856059643543716,0
34.47725543617169,35.6466221876975,95.91314755151066,11.308971009022097,1
12.967997284335336,24.36086389749347,78.46416082040105,8.493232851417629,0
1.5566058261809739,31.057974851901967,66.13935193864982,4.994247778367232,0
101.35099625954203,34.66439542164311,83.09737822928723,4.407005415072716,0
23.184282527364854,25.49199626982214,73.36677727839958,13.141294907836464,0
28.867454051732977,29.47304037281337,96.71243819449964,5.10114315837405,0
44.867356097045466,27.13615787725737,92.14810524588844,14.140274062442355,0
66.04650075634278,32.00812752745737,59.715845783772885,10.971400382817835,0
33.89104712767745,28.54255010503255,78.15400231891648,8.888157003741682,0
29.466866277997788,18.82786778842899,73.52799743282051,6.533295855682848,0
24.80354531817368,31.596116710977732,50.57977786418641,13.482480362135558,0
74.24458453535824,22.220506747550523,65.91406044250286,3.714527431960043,0
88.27049420610787,31.270869461231012,46.651271520103734,8.715654517102262,0
48.00494582867339,25.808062544410575,77.80996630801313,12.541237029955104,0
32.182708481764635,36.1125045744344,75.7290317834733,11.29012494157321,0
44.016550681796076,28.483457690320257,75.69589280410186,9.019357660961045,0
2.9390553364981353,27.245259427672863,80.9144431545547,10.155837657421898,0
2.006920820469112,29.345420136151255,54.47567703201801,9.430016838452861,0
35.386125188567256,32.24195146807931,83.74491512053723,11.039465427693978,0
30.324613454600474,19.495405692740412,114.0662927075166,7.386598707887449,0
1.5215990459985635,32.01695011677039,86.62274225106275,6.880282218623408,0
11.273152721830519,31.38284576297464,60.23929693982366,13.21926203623094,0
9.749054952932191,29.180195601990395,83.05101596033131,11.487045663917813,0
144.67161936901365,29.8455618221421,100.05110900773157,12.88889658734239,1
42.26945460345029,31.53810377725526,86.58288899436975,13.56109091668114,0
12.146599900901197,24.552034508526738,94.46688778422808,7.685115032749365,0
53.62461592329283,31.48314159838088,69.0379248011051,10.986287230910442,0
102.30167305078766,31.70300009549929,91.52772323785078,11.693208963679798,1
25.887503932435134,31.777753148371765,87.8420573338696,6.317176554589023,0
82.47289214855367,33.60733136892537,79.53095398322345,13.869269585126123,0
6.403548132678573,28.693000375224386,67.40392263574195,10.046737142744403,0
19.621459547159393,23.60988708281812,45.34388926617913,7.344509503000457,0
29.77322927819642,37.76280907744821,60.41557378465747,6.030730619777505,0
12.891254876652441,30.848468961760098,59.49826190192488,13.268994595049385,0
31.13388075084737,37.66989060424783,84.72648230487391,9.025505849474133,0
36.60290274007968,27.728778624233687,69.70096907131284,6.529767324844154,0
25.44327570989996,22.336020738688273,85.3385564801446,17.319257219017818,0
46.812567913740985,33.39986537758378,78.63203001241645,9.241942935997109,0
130.88845831118593,31.96042264850435,58.690531166999854,9.157974769399678,0
33.26412744497058,25.647136918691217,55.23591437061245,12.912702195802929,0
38.73535690691302,26.91276693770451,83.7747490900347,5.288498189130469,0
62.965586232405066,26.98338217389144,46.19782426607367,9.597195689927469,0
57.14668463130851,29.20388060951645,71.5806325921894,5.997923515245387,0
61.72954997198428,30.802381034994227,55.941579267492656,14.192244109181116,0
39.95056249968056,29.624279165949915,71.87836753971861,8.711783376624242,0
151.21002600623663,36.03076697835296,75.75957328820293,9.148174567352395,1
11.915704709007787,32.00596108163445,48.96092092300459,15.248730229560818,0
91.5857491084462,28.62338388247285,81.27063980613919,12.241495672778743,0
16.06580613670829,26.495841605669572,65.57575482561958,13.743226218021201,0
55.06327516026851,31.197387308529482,58.26973544638589,16.668086887405224,0
9.196995746157896,23.81089527956442,79.50665321398148,11.241397292354495,0
12.214516334426968,36.122922188130715,94.35094843448569,5.389156119921038,1
24.78913325326026,31.33875612182231,68.67576927473118,17.739128012962958,0
220.25665816906633,32.07270907189894,58.41543962010287,5.693143515359679,0
63.22114307095264,20.434467874104875,78.53474618777913,14.885189869385615,0
16.021329622501305,24.496103585816577,59.330520628591934,8.240307761311843,0
36.60061610127674,29.01232387151516,73.50678867686122,5.332313061389118,0
106.04614082448708,32.31313167690551,101.76783924438834,6.482190229416052,1
55.35545752848681,23.832659493599472,95.08858580256555,11.257057028098135,0
31.293646399120444,30.48216859396745,59.786690769413774,7.0279228340868904,0
38.374971301322326,33.14706792443394,68.33160907976949,7.288277075605631,0
70.56283292712283,36.570047373219495,51.7818476541039,8.3982726960496,0
8.268267266120139,22.964279868925416,88.19646549968775,10.425150740919713,0
36.79834776491431,26.25410379685435,73.38014130533601,8.417592029158431,0
87.45443674676696,31.808382927118274,80.62163015032885,12.870106950383752,0
1.8415184025776559,24.64702830882199,56.653808473201465,7.8871368754264335,0
138.1975650446037,28.805596260667013,42.456919403450556,11.523973980737631,0
25.290371555329955,40.77871581603395,53.02820469021355,12.508971168986655,0
34.35462564603948,30.156334386243373,71.22744037821347,9.703331040426573,0
23.952080933354857,32.84220503128077,78.99391169922241,8.47863081983023,0
25.790248237114984,28.81822631455502,78.04764765355606,7.304596054626888,0
21.24002131065532,30.25267907797003,72.55745852560646,9.324560417949936,0
99.03032716682254,30.98789461025704,69.62459561882284,12.453298897600861,0
46.602327491249525,26.74793482645003,77.94539699358164,2.4228440991925355,0
7.913105552263051,30.319783934554664,60.85731696761076,9.439086091043663,0
1.3075439984406323,32.5387883515575,70.80982627668689,4.592773277517349,0
35.275348738864984,26.76735239403781,55.90996909271868,9.567737332835154,0
51.197460219874635,32.70056355841563,50.762520683177165,7.100448922195021,0
3.165610447526569,32.08595232191282,66.79835693604689,14.472178410549855,0
2.996195005190793,27.181754862868285,63.83603265551224,8.898327352135022,0
5.326160177578075,26.466216213909114,64.17734772188157,10.511248667126463,0
35.60856262173184,22.328506868077707,83.68652873888749,11.498580955286226,0
27.763558065834786,41.44341034398836,49.49681952376868,9.32570379432195,0
22.92425916914676,36.03904654230501,65.25024956108157,12.635930529178129,0
0.5546280010766932,33.810992003961054,61.35234398909921,2.2268731235652703,0
0.968941973322315,34.31550113085316,58.05339728410631,10.326536890627361,0
12.116437803844688,24.406842859005963,69.77035226240507,11.737874498803265,0
5.811872709759625,20.19920995853084,100.90837924924078,6.420820135269291,0
19.628129750685222,29.799557436717233,67.40580910114866,15.13512544042703,0
23.57129482107963,25.625898099619405,35.854397371119965,10.854669677716597,0
155.42790315111498,31.035469311164757,59.963908920101254,13.11971406218823,0
58.259196734051024,22.004317567764936,63.89915375430124,9.734972022972714,0
50.69538156672787,34.60674801493248,81.13143058013961,10.897877741219476,0
50.62214460021356,26.79753282615408,72.5259278871287,6.426129582136582,0
66.86259595713724,30.313426984434365,100.20080871289935,10.409605993248212,0
2.128305970817718,31.184807078560212,63.1776952616732,7.592521800365058,0
17.58689906150494,36.49405662423526,88.00620861916639,8.029317163085812,1
54.14245088142516,27.742951711996806,63.45919768525181,10.847630578320379,0
72.27518996118579,26.460736616284084,84.94071528708724,7.7296147342916175,0
48.9966252744019,23.73705493817252,62.46306269634075,10.843538686808358,0
74.50142791704589,25.371895751128168,76.83831658122412,16.495007034703253,0
2.142829365455452,37.278093450405585,96.98907362528499,12.237403753181212,1
53.42529453740248,32.96714586596804,64.52570905685673,7.482370997982981,0
131.6125753212103,27.02611872722169,50.780534897847176,4.7868107348461235,0
47.458724027611595,20.260582433394184,66.68119564621342,9.169560100333237,0
108.9851540550276,23.29723409998086,83.6950033041145,10.912378512009427,0
93.70740639905377,31.32949239906924,67.49317429320382,10.8477398514649,0
70.33341104115277,36.06865718862921,67.89935722086643,12.665796640992625,0
53.37920953421046,33.67224516743828,72.7153233805556,6.10950415613246,0
208.89632975084726,29.528141249823094,68.71160125423313,12.438068276931986,0
12.008850417502643,32.88955256895755,88.57424607150453,10.063814730208184,0
65.98818093235882,41.50205042723485,86.13149594657557,4.3024708362535975,1
41.622990373407774,30.392146995093213,81.30012431656799,11.143475154648334,0
50.57010774374272,26.888109025045985,77.17134994941183,9.248595883024269,0
14.163183367893344,29.901882570947627,66.86465114070963,7.448438637372099,0
80.48964094508742,31.303314165752038,48.99238059587586,12.159511872614171,0
10.414270031672503,37.23251967973289,87.94947229968477,8.170651287041853,1
40.39721675980882,22.750717172595472,53.40537728157487,8.637431325065453,0
104.63678060883194,25.898280877346522,95.90445776850108,8.801091443156192,1
108.66378397315071,21.505754000981774,91.8579363993437,15.043276944791462,1
0.16117266761173124,26.24547225109943,47.11515528144858,13.787752310281547,0
79.04187440553979,30.905582551055303,57.46356797468637,16.642754570386828,0
3.352608925534093,28.51991386335051,93.13164928851813,16.018278664477368,0
41.1240946550342,38.1546459063147,84.34660522521433,8.125631359197843,0
87.16258444056155,34.13925047981209,57.72701674866539,9.989876627767144,0
3.0167513037528804,35.57951026682681,60.26101632886113,12.84347740851165,0
36.414791660759406,33.41017225021963,52.87466328799742,9.419021622160846,0
19.889190766618263,25.78369697853129,67.97135656551953,11.44017874026005,0
66.52654534548505,23.1726898890391,54.63719763506192,15.562277699002564,0
50.554439788992724,28.25193906611098,73.92494459044718,13.442227990574818,0
24.21185851424566,28.478880594140932,98.26879458901914,14.629730584816567,0
10.196236897517547,22.945877509560624,52.38294209849925,8.416669407262182,0
36.49872968592603,33.85719495957912,74.84751571277172,9.557192241103994,0
15.007760910029717,35.16481973576403,67.07582187356563,8.89350931122238,0
81.1371288624397,32.008856412792866,52.451247464345684,1.383213360155052,0
7.163502844895133,31.02843187480342,64.3231892223031,1.386152011127617,0
65.3756800657519,29.195475459754036,60.966819094573296,11.40632276822507,0
47.10930064584235,31.976547312292418,61.398432676866435,11.060448717846,0
3.572545375426614,30.607525057008576,68.4976888528007,9.388978749469102,0
15.170636567819159,31.77511227210758,66.68330357067248,7.479155708028613,0
71.23061267985806,25.385849051365835,92.39032853439282,9.186629196872294,0
